X1,Partner Segmentation,Company Status,Company Size,company_ID,industry,date_became_partner,company_location
341,NA,Non Partner,NA,company_341,n/a,09/10/2016,Kalmar
342,NA,Non Partner,NA,company_342,Health Care,14/12/2016,Chicheng
343,Hiring Partner,Partner,Large (250+),company_343,Basic Industries,13/05/2019,Kebunan
344,NA,Non Partner,NA,company_344,n/a,25/03/2018,Weishui
345,NA,Non Partner,NA,company_345,n/a,19/02/2018,Na'ale
346,NA,Non Partner,NA,company_346,Technology,29/08/2016,San Benito Abad
347,Hiring Partner,Partner,Medium (50-249),company_347,Consumer Non-Durables,20/12/2018,Erfangping
348,Hiring & Training,Partner,Large (250+),company_348,Technology,08/03/2018,Qiantang
349,NA,Non Partner,NA,company_349,n/a,06/06/2019,Kučevo
350,NA,Non Partner,NA,company_350,Transportation,25/07/2019,Manquiring
351,NA,Non Partner,NA,company_351,Finance,14/11/2018,Stenungsund
352,NA,Non Partner,NA,company_352,Miscellaneous,05/03/2019,Liancheng
353,NA,Non Partner,NA,company_353,Finance,20/06/2018,Newport News
354,NA,Non Partner,NA,company_354,Miscellaneous,20/10/2017,Platagata
355,Hiring Partner,Partner,Small (15-49),company_355,Capital Goods,12/03/2018,Zvezdara
356,NA,Non Partner,NA,company_356,Consumer Services,16/04/2016,San Miguel
357,NA,Non Partner,Small (15-49),company_357,Finance,08/02/2019,Tanjungbatu
358,NA,Non Partner,NA,company_358,Transportation,24/03/2019,Sepahua
359,Hiring Partner,Partner,Small (15-49),company_359,Capital Goods,18/11/2018,El Banco
360,NA,Non Partner,NA,company_360,Finance,19/08/2017,Syktyvkar
361,NA,Non Partner,NA,company_361,Technology,02/04/2019,Buriwutung
362,NA,Non Partner,NA,company_362,Health Care,05/03/2016,Lijiang
363,NA,Non Partner,NA,company_363,Basic Industries,03/11/2018,Baruny
364,NA,Non Partner,NA,company_364,Finance,21/01/2017,Cabuyaro
365,NA,Non Partner,NA,company_365,Health Care,22/01/2017,Greater Napanee
366,Hiring Partner,Partner,Micro (0-14),company_366,Consumer Services,28/06/2016,Guanting
367,NA,Non Partner,NA,company_367,n/a,13/02/2018,Battambang
368,NA,Non Partner,NA,company_368,Health Care,30/07/2019,Oslo
369,Hiring Partner,Partner,Large (250+),company_369,Health Care,18/05/2018,Kraljevica
370,NA,Non Partner,NA,company_370,Capital Goods,06/12/2018,Nobinobi
371,NA,Non Partner,NA,company_371,Consumer Non-Durables,21/03/2018,Las Toscas
372,NA,Non Partner,NA,company_372,Basic Industries,20/07/2019,Solec Nad Wisłą
373,NA,Non Partner,NA,company_373,Finance,23/09/2017,Ampelgading
374,NA,Non Partner,NA,company_374,n/a,31/03/2017,Kozy
375,NA,Non Partner,NA,company_375,Technology,02/02/2018,Wurno
376,NA,Non Partner,NA,company_376,n/a,13/06/2016,New Plymouth
377,Channel Partner / Advocate,Non Partner,Micro (0-14),company_377,Miscellaneous,04/09/2019,San Jose
378,NA,Non Partner,NA,company_378,Technology,24/06/2018,Pernå
379,NA,Non Partner,NA,company_379,Health Care,15/09/2016,Perstorp
380,NA,Non Partner,NA,company_380,n/a,15/12/2018,Dabao
381,NA,Non Partner,NA,company_381,Health Care,31/08/2018,Soweto
382,NA,Non Partner,NA,company_382,Consumer Services,01/06/2017,Galán
383,NA,Non Partner,NA,company_383,Finance,16/05/2016,Brooklyn
384,NA,Non Partner,NA,company_384,n/a,29/05/2018,Banikoara
385,NA,Non Partner,NA,company_385,n/a,27/01/2017,Claremont
386,NA,Non Partner,NA,company_386,n/a,15/12/2016,Mórrope
387,NA,Non Partner,NA,company_387,Basic Industries,27/10/2017,Tsimkavichy
388,NA,Non Partner,NA,company_388,Consumer Services,30/05/2016,Thomastown
389,NA,Non Partner,NA,company_389,Basic Industries,22/05/2016,Feilaixia
390,NA,Non Partner,NA,company_390,Finance,07/04/2018,Sumberagung
391,NA,Non Partner,NA,company_391,Health Care,15/11/2018,Wete
392,NA,Non Partner,NA,company_392,Consumer Non-Durables,17/06/2019,Oltintopkan
393,NA,Non Partner,NA,company_393,Technology,04/05/2017,Vogan
394,NA,Non Partner,NA,company_394,Consumer Services,27/03/2019,Valday
395,NA,Non Partner,NA,company_395,Finance,12/01/2016,Sebeta
396,NA,Non Partner,NA,company_396,Health Care,18/09/2017,Caijiazha
397,NA,Non Partner,NA,company_397,Capital Goods,07/09/2019,Alcalá
398,NA,Non Partner,NA,company_398,Consumer Services,10/08/2019,Severomorsk
399,NA,Non Partner,NA,company_399,Consumer Services,14/03/2019,Luoshe
400,NA,Non Partner,NA,company_400,Basic Industries,27/04/2016,Girón
401,NA,Non Partner,NA,company_401,Finance,28/04/2016,Cibebek
402,Hiring Partner,Partner,Micro (0-14),company_402,Finance,02/02/2019,Marcara
403,NA,Non Partner,NA,company_403,Health Care,26/01/2018,Pag
404,NA,Non Partner,NA,company_404,Finance,09/12/2018,Ragana
405,NA,Non Partner,NA,company_405,Health Care,09/11/2016,Sebewe
406,NA,Non Partner,Micro (0-14),company_406,Basic Industries,08/06/2017,Gunan
407,NA,Non Partner,Medium (50-249),company_407,Capital Goods,07/04/2018,Karara
408,NA,Non Partner,NA,company_408,Finance,24/05/2019,Lokokrangan
409,NA,Non Partner,NA,company_409,n/a,28/10/2016,Mananjary
410,Hiring Partner,Partner,Small (15-49),company_410,n/a,22/02/2016,Tiyingtali Kelod
411,NA,Non Partner,NA,company_411,n/a,07/03/2019,Oberá
412,NA,Non Partner,Medium (50-249),company_412,n/a,28/05/2018,Visby
413,NA,Non Partner,NA,company_413,Finance,10/07/2016,Eskilstuna
414,Hiring Partner,Partner,Small (15-49),company_414,Miscellaneous,18/02/2019,Dodoma
415,NA,Non Partner,NA,company_415,n/a,15/01/2017,Kamo
416,NA,Non Partner,NA,company_416,n/a,29/09/2018,Suzano
417,NA,Non Partner,NA,company_417,Health Care,24/10/2017,Karangranjong
418,NA,Non Partner,NA,company_418,n/a,14/04/2016,Ayia Napa
419,NA,Non Partner,NA,company_419,Capital Goods,11/10/2016,Pámfylla
420,NA,Non Partner,NA,company_420,Finance,01/08/2018,Mainang
421,NA,Non Partner,NA,company_421,n/a,06/03/2016,Saraburi
422,NA,Non Partner,NA,company_345,Basic Industries,01/12/2018,Qingyang
423,Hiring Partner,Partner,Medium (50-249),company_422,n/a,09/09/2016,‘Uqayribāt
424,Hiring Partner,Partner,Large (250+),company_423,Basic Industries,16/12/2018,Uberaba
425,Hiring Partner,Partner,Micro (0-14),company_424,Finance,23/06/2017,Xiuyu
426,NA,Non Partner,Micro (0-14),company_425,Consumer Non-Durables,23/02/2019,Napak
427,Hiring Partner,Partner,Large (250+),company_426,Capital Goods,01/07/2017,Jibu Hulangtu
428,Hiring & Training,Partner,Large (250+),company_427,Technology,20/06/2019,Rukem
429,NA,Non Partner,Small (15-49),company_428,Technology,16/10/2016,Chilmāri
430,NA,Non Partner,NA,company_429,Consumer Non-Durables,08/03/2017,Bilicenii Vechi
431,NA,Non Partner,Micro (0-14),company_430,n/a,15/12/2017,Delmas
432,Hiring Partner,Partner,Micro (0-14),company_431,Consumer Durables,06/08/2017,Masingbi
433,Training Partner,Non Partner,NA,company_432,n/a,16/03/2018,Buket Teukuh
434,NA,Non Partner,NA,company_433,Health Care,29/06/2017,Lagoa Santa
435,Hiring Partner,Partner,Micro (0-14),company_434,n/a,31/07/2018,Duancun
436,Hiring Partner,Partner,Small (15-49),company_435,Miscellaneous,12/09/2017,Kampen (Overijssel)
437,Hiring Partner,Partner,Micro (0-14),company_436,n/a,16/10/2018,Ekibastuz
438,Hiring Partner,Partner,Small (15-49),company_437,Energy,19/05/2016,Huangqi
439,Hiring Partner,Non Partner,Small (15-49),company_438,n/a,27/12/2016,Orléans
440,NA,Non Partner,Micro (0-14),company_439,Consumer Non-Durables,10/05/2019,Engel’-Yurt
441,Hiring Partner,Non Partner,Micro (0-14),company_440,n/a,07/01/2019,Bajiao
442,Hiring & Training,Partner,Large (250+),company_441,Finance,20/12/2018,Hedong
443,NA,Non Partner,Small (15-49),company_442,Consumer Non-Durables,27/03/2019,Yubilyeyny
444,NA,Non Partner,Micro (0-14),company_443,n/a,02/07/2017,Carcassonne
445,NA,Non Partner,NA,company_444,Health Care,26/11/2016,Hovås
446,NA,Non Partner,NA,company_445,Technology,16/10/2018,Wilcza
447,NA,Non Partner,Large (250+),company_446,Capital Goods,11/12/2018,Wolfsberg
448,NA,Non Partner,Large (250+),company_447,n/a,13/06/2018,Ulan Us
449,NA,Non Partner,Large (250+),company_448,Technology,04/04/2016,Paris 13
450,NA,Non Partner,Micro (0-14),company_449,Miscellaneous,25/02/2018,Ampanihy
451,NA,Non Partner,NA,company_450,Finance,16/02/2019,Wenshui
452,Hiring Partner,Partner,Small (15-49),company_451,Consumer Non-Durables,27/05/2017,Angra do Heroísmo
453,NA,Non Partner,Large (250+),company_452,Consumer Services,04/05/2016,Great Neck
454,Hiring Partner,Partner,Small (15-49),company_453,n/a,31/03/2017,Datong
455,NA,Non Partner,Micro (0-14),company_454,Technology,01/08/2018,Tarvasjoki
456,NA,Non Partner,Micro (0-14),company_455,Finance,09/05/2016,Luže
457,NA,Non Partner,NA,company_456,Health Care,25/09/2018,San Miguel
458,NA,Non Partner,Large (250+),company_457,Finance,20/05/2016,Pražmo
459,NA,Non Partner,NA,company_458,n/a,01/06/2019,Suwon-si
460,NA,Non Partner,Large (250+),company_459,Public Utilities,08/11/2018,Ikey
461,NA,Non Partner,Large (250+),company_460,Health Care,06/03/2019,Póvoa
462,NA,Non Partner,Large (250+),company_461,Capital Goods,13/11/2017,Tilburg
463,NA,Non Partner,Large (250+),company_462,Technology,09/05/2018,Taipalsaari
464,NA,Non Partner,Large (250+),company_463,Consumer Services,02/06/2019,São Raimundo Nonato
465,NA,Non Partner,Small (15-49),company_464,n/a,24/10/2018,Vale de Figueira
466,NA,Non Partner,Medium (50-249),company_465,Health Care,18/11/2018,Golmud
467,NA,Non Partner,Micro (0-14),company_466,n/a,06/09/2019,Shichuan
468,NA,Non Partner,NA,company_467,n/a,14/12/2017,Fushë-Bulqizë
469,NA,Non Partner,Large (250+),company_468,Health Care,14/12/2017,Mladá Boleslav
470,Hiring & Training,Partner,Large (250+),company_469,Finance,29/09/2018,Ugac Sur
471,NA,Non Partner,NA,company_470,Capital Goods,09/10/2018,Pantenan
472,Hiring Partner,Partner,Small (15-49),company_471,Technology,25/02/2018,Boguchar
473,Hiring Partner,Partner,Small (15-49),company_472,Finance,06/01/2019,Gorna Oryakhovitsa
474,NA,Non Partner,NA,company_473,n/a,23/10/2016,Donabate
475,NA,Non Partner,NA,company_474,Consumer Durables,22/07/2016,Kozyatyn
476,NA,Non Partner,NA,company_475,Miscellaneous,11/12/2018,Tiniguiban
477,NA,Non Partner,NA,company_476,Technology,19/10/2018,Severoural’sk
478,Hiring Partner,Partner,Micro (0-14),company_477,Consumer Non-Durables,11/03/2017,Samagaltay
479,Hiring Partner,Partner,Small (15-49),company_478,n/a,26/03/2016,Margahayu
480,Hiring Partner,Partner,Micro (0-14),company_479,Health Care,01/07/2017,Sāqayn
481,NA,Non Partner,NA,company_480,Consumer Non-Durables,17/11/2016,Pilar
482,NA,Non Partner,NA,company_481,Consumer Services,04/03/2018,Montargis
483,NA,Non Partner,Micro (0-14),company_482,n/a,31/05/2019,Umeå
484,NA,Non Partner,Small (15-49),company_483,Consumer Services,08/09/2019,Samut Songkhram
485,NA,Non Partner,NA,company_484,n/a,09/02/2017,Alençon
486,NA,Non Partner,Medium (50-249),company_485,Finance,02/04/2017,Fada
487,Hiring & Training,Partner,Medium (50-249),company_486,Technology,31/03/2016,Ajaccio
488,NA,Non Partner,Large (250+),company_487,Finance,21/08/2016,Kongjiafang
489,Hiring Partner,Partner,Micro (0-14),company_488,Finance,05/06/2019,Kashirskoye
490,NA,Non Partner,NA,company_489,Energy,27/02/2018,Gorgoram
491,Hiring Partner,Partner,Micro (0-14),company_490,Capital Goods,10/08/2019,Paldit
492,Hiring Partner,Partner,Micro (0-14),company_491,Consumer Services,28/02/2018,Garunggang
493,NA,Non Partner,Large (250+),company_492,Technology,13/06/2017,Karibib
494,NA,Non Partner,Micro (0-14),company_493,Health Care,28/09/2016,White Rock
495,NA,Non Partner,Micro (0-14),company_494,n/a,01/03/2017,Gaozhou
496,NA,Non Partner,Medium (50-249),company_495,Finance,25/07/2019,Tuanzhou
497,Hiring Partner,Partner,Large (250+),company_496,n/a,19/02/2017,Yong’an
498,NA,Non Partner,NA,company_497,Consumer Services,15/04/2016,Sukamenak
499,NA,Non Partner,NA,company_498,n/a,26/02/2017,Socos
500,NA,Non Partner,NA,company_499,Consumer Services,03/07/2019,Balogo
501,NA,Non Partner,NA,company_500,Miscellaneous,30/04/2018,Amnat Charoen
502,NA,Non Partner,NA,company_501,Finance,16/06/2017,Yangchengzhuang
503,NA,Non Partner,NA,company_502,Capital Goods,03/09/2017,Ise
504,NA,Non Partner,NA,company_503,Finance,18/03/2017,Almeria
505,NA,Non Partner,NA,company_504,n/a,19/05/2017,Polevskoy
506,NA,Non Partner,NA,company_505,Consumer Non-Durables,02/06/2019,Durazno
507,NA,Non Partner,NA,company_506,Health Care,16/08/2018,Anning
508,NA,Non Partner,NA,company_507,Health Care,14/05/2016,Gondang
509,NA,Non Partner,NA,company_508,Finance,23/01/2016,Nonoichi
510,NA,Non Partner,NA,company_509,n/a,28/01/2018,Lauro de Freitas
511,NA,Non Partner,NA,company_510,Public Utilities,25/05/2017,Galis Dua
512,NA,Non Partner,NA,company_511,n/a,04/07/2018,Seattle
513,NA,Non Partner,NA,company_512,n/a,23/08/2017,Sumberbakti
514,NA,Non Partner,NA,company_513,Health Care,25/06/2019,Matamey
515,NA,Non Partner,NA,company_514,n/a,17/02/2019,Izumo
516,NA,Non Partner,NA,company_515,n/a,18/05/2017,Krajan Keboromo
517,NA,Non Partner,Micro (0-14),company_516,Consumer Services,02/03/2016,Maranura
518,NA,Non Partner,NA,company_517,n/a,11/06/2017,Itaperuçu
519,NA,Non Partner,NA,company_518,Health Care,02/08/2016,Kampong Chhnang
520,NA,Non Partner,NA,company_519,Transportation,23/08/2018,Skoura
521,NA,Non Partner,Micro (0-14),company_520,Health Care,08/07/2017,Banarankrajan
522,NA,Non Partner,NA,company_521,Energy,05/04/2017,'Ali Sabieh
523,Influencer,Non Partner,NA,company_522,Consumer Services,16/04/2017,Rancapare
524,NA,Non Partner,NA,company_523,n/a,28/09/2018,Mangulile
525,NA,Non Partner,NA,company_524,n/a,12/08/2019,Tokombere
526,NA,Non Partner,NA,company_525,n/a,28/06/2016,Todorovo
527,NA,Non Partner,NA,company_526,n/a,14/01/2017,Casal Novo
528,NA,Non Partner,NA,company_527,n/a,30/07/2017,Santo Niño
529,NA,Non Partner,NA,company_528,Finance,10/03/2019,Ansan-si
530,NA,Non Partner,NA,company_529,Basic Industries,16/03/2017,Yekimovichi
531,NA,Non Partner,NA,company_530,n/a,01/07/2017,San Luis
532,NA,Non Partner,NA,company_531,Technology,05/09/2019,Miami
533,NA,Non Partner,NA,company_532,n/a,16/08/2016,Annotto Bay
534,NA,Non Partner,NA,company_533,Technology,11/11/2016,Nichinan
535,NA,Non Partner,NA,company_534,Health Care,26/04/2018,Napenay
536,NA,Non Partner,NA,company_535,n/a,23/08/2017,Westport
537,NA,Non Partner,NA,company_536,n/a,11/04/2017,Ráquira
538,NA,Non Partner,NA,company_537,n/a,27/08/2018,Calvinia
539,NA,Non Partner,NA,company_538,Health Care,22/05/2019,Krajan Pakel
540,NA,Non Partner,NA,company_539,n/a,17/09/2017,San Nicolas
541,NA,Non Partner,NA,company_540,n/a,11/01/2019,Paris 08
542,NA,Non Partner,NA,company_541,n/a,21/07/2019,Černošín
543,NA,Non Partner,NA,company_542,Health Care,20/02/2019,Qidi
544,NA,Non Partner,NA,company_543,Finance,18/06/2016,Gempolan Wetan
545,NA,Non Partner,NA,company_544,Consumer Services,10/03/2017,Bella Vista
546,NA,Non Partner,NA,company_545,Capital Goods,21/09/2016,Cabreúva
547,NA,Non Partner,NA,company_546,Consumer Durables,19/11/2016,Marmashen
548,NA,Non Partner,NA,company_547,Basic Industries,04/03/2019,Levoberezhnaya
549,NA,Non Partner,NA,company_548,Consumer Services,14/03/2018,Shijiazhuang
550,NA,Non Partner,NA,company_549,Technology,02/08/2016,Daming
551,NA,Non Partner,NA,company_550,Consumer Services,28/08/2019,Gualaceo
552,NA,Non Partner,NA,company_551,Miscellaneous,13/02/2019,Huangqi
553,NA,Non Partner,NA,company_552,Technology,08/05/2016,Mętków
554,NA,Non Partner,NA,company_553,Basic Industries,20/07/2018,Hongsung
555,NA,Non Partner,NA,company_554,Transportation,07/09/2019,Karis
556,NA,Non Partner,NA,company_555,Technology,06/06/2019,Belém
557,NA,Non Partner,NA,company_556,Consumer Services,13/03/2016,Cruz Alta
558,NA,Non Partner,NA,company_557,Finance,29/11/2016,Kluki
559,NA,Non Partner,NA,company_558,Miscellaneous,11/03/2018,Aqaba
560,NA,Non Partner,NA,company_559,Consumer Non-Durables,28/03/2016,Chikan
561,Hiring Partner,Partner,Micro (0-14),company_560,Basic Industries,12/04/2019,Bulusari
562,NA,Non Partner,Large (250+),company_561,Consumer Non-Durables,24/07/2016,Trompsburg
563,Hiring Partner,Partner,Medium (50-249),company_562,Public Utilities,12/11/2018,Nanshe
564,NA,Non Partner,Large (250+),company_563,Consumer Services,03/10/2017,Telpaneca
565,NA,Non Partner,Large (250+),company_564,Finance,11/12/2018,Los Cerrillos
566,Hiring Partner,Partner,Small (15-49),company_565,n/a,13/05/2016,Kagal’nitskaya
567,NA,Non Partner,Large (250+),company_566,Energy,23/09/2018,Zhigalovo
568,Hiring Partner,Partner,Small (15-49),company_567,Consumer Non-Durables,04/08/2017,Guamal
569,Hiring Partner,Partner,Small (15-49),company_568,Finance,31/12/2017,Sadar
570,Hiring Partner,Partner,Small (15-49),company_569,Technology,16/11/2017,Klishkivtsi
571,NA,Non Partner,NA,company_570,n/a,20/12/2016,Dalududalu
572,NA,Non Partner,Large (250+),company_571,Finance,07/02/2016,Matiao
573,Hiring Partner,Partner,Small (15-49),company_572,Energy,19/12/2018,Sawoi
574,NA,Non Partner,NA,company_573,Consumer Durables,14/08/2016,Shangyuan
575,NA,Non Partner,Medium (50-249),company_574,Finance,19/05/2018,Banjar Gunungpande
576,NA,Non Partner,Large (250+),company_575,n/a,09/10/2017,Gœsdorf
577,NA,Non Partner,NA,company_576,n/a,24/06/2018,Ongi
578,Hiring Partner,Partner,Micro (0-14),company_577,Consumer Durables,22/12/2017,Dengmu
579,NA,Non Partner,Large (250+),company_578,Finance,28/10/2016,Pingdingshan
580,Hiring Partner,Partner,Large (250+),company_579,Consumer Services,07/01/2018,Nueva Manoa
581,NA,Non Partner,NA,company_580,n/a,24/06/2017,Hołoby
582,NA,Non Partner,NA,company_581,n/a,16/04/2018,Prostřední Bečva
583,NA,Non Partner,NA,company_582,Consumer Services,13/01/2017,Gazojak
584,NA,Non Partner,NA,company_583,Health Care,16/06/2019,Putinci
585,NA,Non Partner,Micro (0-14),company_584,Finance,04/06/2016,Lachute
586,NA,Non Partner,NA,company_585,n/a,08/06/2016,Ennery
587,NA,Non Partner,Small (15-49),company_586,n/a,25/03/2019,Bandung
588,NA,Non Partner,Small (15-49),company_587,Capital Goods,04/04/2019,Taha Man Zu
589,NA,Non Partner,Medium (50-249),company_588,n/a,25/01/2019,Banjar Ambengan
590,Channel Partner / Advocate,Partner,NA,company_589,Consumer Services,11/08/2017,Cloyne
591,NA,Non Partner,NA,company_590,Transportation,26/12/2017,Tonota
592,NA,Non Partner,NA,company_193,Health Care,01/05/2017,Mazongshan
593,Client Experience,Partner,Micro (0-14),company_591,Capital Goods,21/12/2018,Shinpokh
594,NA,Non Partner,Large (250+),company_592,Consumer Non-Durables,24/04/2019,Byera Village
595,NA,Non Partner,NA,company_593,Capital Goods,07/07/2019,Beppu
596,NA,Non Partner,NA,company_594,Health Care,07/07/2016,Guantian
597,NA,Non Partner,NA,company_595,Capital Goods,03/03/2019,Sines
598,Hiring & Training,Non Partner,Small (15-49),company_596,n/a,27/09/2017,Jianghong
599,NA,Non Partner,NA,company_597,Consumer Non-Durables,16/07/2019,Praingkareha
600,NA,Non Partner,NA,company_598,n/a,29/01/2017,Bojong
601,NA,Non Partner,NA,company_599,Health Care,07/02/2017,Amargosa
602,NA,Non Partner,NA,company_600,n/a,18/09/2016,Ibitinga
603,NA,Non Partner,NA,company_601,Technology,19/07/2017,Sikur
604,NA,Non Partner,NA,company_602,Consumer Services,20/04/2017,Rio Real
605,NA,Non Partner,NA,company_603,Technology,25/03/2019,Phù Mỹ
606,NA,Non Partner,NA,company_604,Health Care,10/07/2019,Huillapima
607,NA,Non Partner,NA,company_605,Finance,11/12/2017,Béja
608,NA,Non Partner,NA,company_606,n/a,12/11/2016,Des Moines
609,NA,Non Partner,NA,company_607,Capital Goods,27/09/2016,Ihosy
610,NA,Non Partner,NA,company_608,Consumer Non-Durables,03/01/2016,Simpang
611,NA,Non Partner,NA,company_609,Public Utilities,01/07/2017,Yihe
612,NA,Non Partner,NA,company_610,n/a,08/05/2019,Gurra e Vogël
613,NA,Non Partner,NA,company_611,Health Care,03/04/2018,Utsjoki
614,NA,Non Partner,Micro (0-14),company_612,n/a,08/06/2017,Shishi
615,NA,Non Partner,NA,company_613,n/a,04/06/2016,Sliema
616,NA,Non Partner,NA,company_614,Public Utilities,24/03/2016,Yongxing Chengguanzhen
617,NA,Non Partner,NA,company_615,Health Care,19/07/2016,Alilem
618,NA,Non Partner,NA,company_616,Finance,08/06/2017,Axili
619,NA,Non Partner,NA,company_617,n/a,12/04/2018,Itapecuru Mirim
620,NA,Non Partner,NA,company_618,Health Care,13/08/2019,Petani
621,NA,Non Partner,NA,company_619,Health Care,09/06/2017,Betafo
622,NA,Non Partner,NA,company_620,Basic Industries,10/02/2017,Houjiagang
623,NA,Non Partner,NA,company_621,Finance,28/06/2017,Kansas City
624,NA,Non Partner,NA,company_622,Transportation,30/07/2016,Kampungladang
625,NA,Non Partner,Micro (0-14),company_623,n/a,12/08/2019,Heshi
626,Channel Partner / Advocate,Partner,NA,company_624,Technology,26/11/2017,Trảng Bom
627,Channel Partner / Advocate,Partner,NA,company_625,Finance,25/12/2018,Arāk
628,Channel Partner / Advocate,Partner,NA,company_626,Consumer Services,31/05/2018,Kushovë
629,Hiring Partner,Partner,Large (250+),company_627,Technology,16/09/2018,Yanwan
630,NA,Non Partner,Micro (0-14),company_628,Finance,13/03/2019,Laojun
631,Hiring Partner,Partner,Medium (50-249),company_629,Finance,01/01/2018,Talas
632,NA,Non Partner,NA,company_630,Basic Industries,02/09/2016,Ribeiro
633,NA,Non Partner,NA,company_631,n/a,04/06/2016,Sydney
634,Hiring Partner,Non Partner,NA,company_632,Technology,11/06/2018,Novi Slankamen
635,Hiring Partner,Partner,Micro (0-14),company_633,n/a,16/05/2016,Lazaro Cardenas
636,NA,Non Partner,Large (250+),company_634,n/a,11/04/2017,Paobokol
637,NA,Non Partner,Large (250+),company_635,n/a,17/05/2017,Sanguansi
638,NA,Non Partner,NA,company_636,Basic Industries,05/11/2018,Kashira
639,NA,Non Partner,Large (250+),company_637,Finance,26/12/2016,Khŭjand
640,NA,Non Partner,NA,company_638,n/a,30/01/2019,Kongkeshu
641,Hiring Partner,Partner,Micro (0-14),company_639,Consumer Services,25/10/2017,Jiantianjie
642,NA,Non Partner,Micro (0-14),company_640,Consumer Services,02/08/2016,Bumirejo
643,Training Partner,Partner,Large (250+),company_641,Health Care,23/09/2016,Soufrière
644,NA,Non Partner,Small (15-49),company_642,Energy,08/12/2017,Casablanca
645,NA,Non Partner,Large (250+),company_643,Health Care,16/01/2017,Condega
646,NA,Non Partner,Large (250+),company_644,Consumer Services,04/07/2016,Tarakaniv
647,NA,Non Partner,Large (250+),company_645,Finance,23/12/2017,Vila Maior
648,NA,Non Partner,NA,company_646,n/a,04/03/2017,Yunlong
649,Hiring Partner,Partner,Large (250+),company_647,Basic Industries,17/07/2019,Malanay
650,NA,Non Partner,Micro (0-14),company_648,n/a,01/04/2019,Narimanov
651,NA,Non Partner,NA,company_649,Consumer Durables,10/10/2018,Qinghe
652,NA,Non Partner,Large (250+),company_650,Consumer Durables,20/04/2018,Kazimierz Dolny
653,NA,Non Partner,NA,company_651,n/a,21/04/2019,Round Rock
654,NA,Non Partner,Large (250+),company_652,Transportation,03/09/2017,Sātkania
655,NA,Non Partner,NA,company_653,Basic Industries,29/09/2016,Sufālat Samā’il
656,NA,Non Partner,Large (250+),company_654,Technology,13/09/2016,Duishan
657,NA,Non Partner,Large (250+),company_655,Miscellaneous,10/05/2017,Jorochito
658,NA,Non Partner,Medium (50-249),company_656,Energy,17/11/2017,General Villegas
659,Hiring Partner,Partner,Medium (50-249),company_657,n/a,25/06/2017,Bima
660,NA,Non Partner,Medium (50-249),company_658,n/a,28/08/2018,Austin
661,NA,Non Partner,Micro (0-14),company_659,Finance,02/05/2017,Devitsa
662,NA,Non Partner,Micro (0-14),company_660,Technology,27/09/2016,Çalxanqala
663,NA,Non Partner,Large (250+),company_661,n/a,22/11/2018,Rebe
664,NA,Non Partner,NA,company_662,Finance,15/03/2017,Racławice
665,NA,Non Partner,Micro (0-14),company_663,Consumer Services,04/02/2019,Mariinsk
666,NA,Non Partner,Large (250+),company_664,Finance,24/03/2017,Velikiye Luki
667,NA,Non Partner,Micro (0-14),company_665,Consumer Non-Durables,05/02/2016,Horad Barysaw
668,NA,Non Partner,Large (250+),company_666,Technology,24/04/2017,Šenčur
669,NA,Non Partner,Large (250+),company_667,n/a,04/06/2019,Pasaje
670,NA,Non Partner,Large (250+),company_668,Finance,30/08/2017,Nagano-shi
671,Hiring Partner,Partner,Small (15-49),company_669,Health Care,23/11/2017,Sobreira
672,Hiring Partner,Partner,Micro (0-14),company_670,Transportation,22/10/2017,Kan
673,Hiring Partner,Partner,Small (15-49),company_671,Finance,28/01/2016,Villa Nueva
674,NA,Non Partner,Large (250+),company_672,Health Care,22/04/2019,Embi
675,NA,Non Partner,Micro (0-14),company_673,Capital Goods,12/05/2016,San Joaquin
676,NA,Non Partner,Micro (0-14),company_674,Consumer Non-Durables,31/01/2017,Santa Nino
677,NA,Non Partner,Micro (0-14),company_675,Consumer Services,03/05/2017,Żarki
678,NA,Non Partner,Small (15-49),company_676,n/a,15/06/2018,Örnsköldsvik
679,NA,Non Partner,Large (250+),company_677,Technology,01/12/2018,Ringinagung
680,NA,Non Partner,Small (15-49),company_678,Consumer Non-Durables,19/09/2019,Renhe
681,NA,Non Partner,Medium (50-249),company_679,Public Utilities,16/06/2017,Chucatamani
682,NA,Non Partner,Small (15-49),company_680,n/a,20/12/2017,Natitingou
683,Hiring Partner,Partner,Micro (0-14),company_681,n/a,16/09/2019,Nor Gyugh
684,Hiring Partner,Partner,Micro (0-14),company_682,Health Care,23/07/2016,Seidu
685,NA,Non Partner,Medium (50-249),company_683,n/a,10/08/2019,Kalawit
686,NA,Non Partner,Large (250+),company_684,Public Utilities,05/07/2017,Tumbi
687,NA,Non Partner,Micro (0-14),company_685,Capital Goods,04/04/2018,Yinglan
688,Hiring Partner,Partner,Small (15-49),company_686,n/a,31/10/2016,Yesan
689,NA,Non Partner,NA,company_687,Finance,19/11/2018,Tukhlya
690,NA,Non Partner,Small (15-49),company_688,n/a,28/12/2018,Wan’an
691,Hiring Partner,Partner,Micro (0-14),company_689,n/a,16/03/2016,Casselman
692,Hiring Partner,Partner,Small (15-49),company_690,Capital Goods,07/12/2018,Sulyukta
693,NA,Non Partner,Small (15-49),company_691,Finance,07/01/2018,Klumpit
694,NA,Non Partner,Large (250+),company_692,Finance,26/01/2018,Nanortalik
